Timestamp,avg_temp,avg_humidity
2026-04-15 20:15:20,21.4,54.0
2026-04-15 20:16:00,21.4,52.0
2026-04-15 20:40:40,15.7,55.0
2026-04-15 20:41:20,12.4,75.0
2026-04-15 20:42:40,12.3,75.0
2026-04-15 20:43:20,12.5,75.0
2026-04-15 20:44:00,12.6,75.0
2026-04-15 20:44:40,12.6,75.0
2026-04-15 20:45:20,12.6,75.0
2026-04-15 20:46:00,12.6,75.0
2026-04-15 20:46:40,12.6,75.0
2026-04-15 20:47:20,12.2,75.0
2026-04-15 20:48:00,12.2,75.0
2026-04-15 20:48:40,12.2,75.0
2026-04-15 20:49:20,12.2,75.0
2026-04-15 20:50:00,12.0,75.0
2026-04-15 20:51:20,11.8,76.0
2026-04-15 20:52:00,11.8,76.0
2026-04-15 20:52:40,11.8,77.0
2026-04-15 20:53:20,11.8,77.0
2026-04-15 20:54:00,11.8,78.0
2026-04-15 20:54:40,11.8,77.0
2026-04-15 20:55:20,11.8,78.0
2026-04-15 20:56:00,11.8,78.0
2026-04-15 20:56:40,11.8,79.0
2026-04-15 20:57:20,11.8,78.0
2026-04-15 20:58:00,11.8,78.0
2026-04-15 20:58:40,11.8,78.0
2026-04-15 20:59:20,11.8,77.0
2026-04-15 21:00:00,11.8,77.0
2026-04-15 21:00:40,11.8,77.0
2026-04-15 21:01:20,11.8,77.0
2026-04-15 21:02:00,11.8,77.0
2026-04-15 21:02:40,11.8,76.0
2026-04-15 21:03:20,11.8,76.0
2026-04-15 21:04:00,11.8,75.0
2026-04-15 21:04:40,11.8,75.0
2026-04-15 21:05:20,11.8,75.0
2026-04-15 21:06:00,11.8,75.0
2026-04-15 21:06:40,11.8,75.0
2026-04-15 21:07:20,11.8,76.0
2026-04-15 21:08:00,11.8,76.0
2026-04-15 21:32:40,11.8,75.0
2026-04-15 21:34:00,11.3,79.0
2026-04-15 21:34:40,11.3,79.0
2026-04-15 21:35:20,11.3,79.0
2026-04-15 21:36:00,11.3,79.0
2026-04-15 21:36:40,11.3,79.0
2026-04-15 21:37:20,11.3,79.0
2026-04-15 21:38:00,11.2,79.0
2026-04-15 21:38:40,10.9,80.0
2026-04-15 21:39:20,10.9,80.0
2026-04-15 21:40:00,10.9,80.0
2026-04-15 21:40:40,10.9,80.0
2026-04-15 21:41:20,10.9,80.0
2026-04-15 21:42:00,10.9,80.0
2026-04-15 21:42:40,10.9,80.0
2026-04-15 21:43:20,10.9,80.0
2026-04-15 21:44:00,10.9,80.0
2026-04-15 21:44:40,10.9,80.0
2026-04-15 21:45:20,10.9,80.0
2026-04-15 21:46:00,10.9,80.0
2026-04-15 21:46:40,10.9,80.0
2026-04-15 21:47:20,10.9,80.0
2026-04-15 21:48:00,10.9,80.0
2026-04-15 21:48:40,10.9,80.0
2026-04-15 21:49:20,10.9,80.0
2026-04-15 21:50:00,10.9,80.0
2026-04-15 21:50:40,10.9,80.0
2026-04-15 21:51:20,10.9,80.0
2026-04-15 21:52:00,10.9,80.0
2026-04-15 21:52:40,10.9,80.0
2026-04-15 21:53:20,10.9,81.0
2026-04-15 21:54:00,10.9,80.0
2026-04-15 21:54:40,10.9,80.0
2026-04-15 21:55:20,10.9,80.0
2026-04-15 21:56:00,10.9,80.0
2026-04-15 21:56:40,10.9,81.0
2026-04-15 21:57:20,10.9,81.0
2026-04-15 21:58:00,10.9,81.0
2026-04-15 21:58:40,10.9,81.0
2026-04-15 21:59:20,10.9,81.0
2026-04-15 22:00:00,10.9,81.0
2026-04-15 22:00:40,10.9,81.0
2026-04-15 22:01:20,10.9,81.0
2026-04-15 22:02:00,10.9,81.0
2026-04-15 22:02:40,10.9,81.0
2026-04-15 22:03:20,10.9,82.0
2026-04-15 22:04:00,10.9,82.0
2026-04-15 22:04:40,10.9,82.0
2026-04-15 22:05:20,10.9,82.0
2026-04-15 22:06:00,10.9,82.0
2026-04-15 22:06:40,10.7,82.0
2026-04-15 22:07:20,10.6,82.0
2026-04-15 22:08:00,10.6,82.0
2026-04-15 22:08:40,10.6,82.0
2026-04-15 22:09:20,10.8,82.0
2026-04-15 22:10:00,10.9,82.0
2026-04-15 22:10:40,10.7,82.0
2026-04-15 22:11:20,10.5,82.0
2026-04-15 22:12:00,10.5,82.0
2026-04-15 22:12:40,10.5,83.0
2026-04-15 22:13:20,10.5,83.0
2026-04-15 22:14:00,10.5,83.0
2026-04-15 22:14:40,10.5,83.0
2026-04-15 22:15:20,10.5,83.0
2026-04-15 22:16:00,10.5,83.0
2026-04-15 22:16:40,10.5,84.0
2026-04-15 22:17:20,10.5,84.0
2026-04-15 22:18:00,10.5,84.0
2026-04-15 22:18:40,10.5,84.0
2026-04-15 22:19:20,10.5,84.0
2026-04-15 22:20:00,10.5,84.0
2026-04-15 22:20:40,10.5,84.0
2026-04-15 22:21:20,10.5,84.0
2026-04-15 22:22:00,10.5,84.0
2026-04-15 22:22:40,10.5,84.0
2026-04-15 22:23:20,10.5,84.0
2026-04-15 22:24:00,10.5,84.0
2026-04-15 22:24:40,10.5,84.0
2026-04-15 22:25:20,10.5,84.0
2026-04-15 22:26:00,10.5,84.0
2026-04-15 22:26:40,10.5,84.0
2026-04-15 22:27:20,10.5,84.0
2026-04-15 22:28:00,10.5,85.0
2026-04-15 22:28:40,10.5,85.0
2026-04-15 22:29:20,10.5,85.0
2026-04-15 22:30:00,10.5,85.0
2026-04-15 22:30:40,10.3,85.0
2026-04-15 22:31:20,10.1,85.0
2026-04-15 22:32:00,10.1,85.0
2026-04-15 22:32:40,10.1,85.0
2026-04-15 22:33:20,10.3,85.0
2026-04-15 22:34:00,10.5,86.0
2026-04-15 22:34:40,10.5,86.0
2026-04-15 22:35:20,10.5,85.0
2026-04-15 22:36:00,10.5,85.0
2026-04-15 22:36:40,10.5,85.0
2026-04-15 22:37:20,10.5,85.0
2026-04-15 22:38:00,10.5,85.0
2026-04-15 22:38:40,10.3,85.0
2026-04-15 22:39:20,10.1,85.0
2026-04-15 22:40:00,10.0,85.0
2026-04-15 22:40:40,10.0,85.0
2026-04-15 22:41:20,10.0,85.0
2026-04-15 22:42:00,10.0,85.0
2026-04-15 22:42:40,10.0,86.0
2026-04-15 22:43:20,10.1,86.0
2026-04-15 22:44:00,10.1,85.0
2026-04-15 22:45:20,10.0,85.0
2026-04-15 22:46:00,10.0,85.0
2026-04-15 22:46:40,10.0,86.0
2026-04-15 22:47:20,10.0,86.0
2026-04-15 22:48:00,10.0,85.0
2026-04-15 22:48:40,10.0,85.0
2026-04-15 22:49:20,10.0,85.0
2026-04-15 22:50:00,10.0,85.0
2026-04-15 22:50:40,10.0,86.0
2026-04-15 22:51:20,10.0,86.0
2026-04-15 22:52:00,10.0,86.0
2026-04-15 22:52:40,10.0,86.0
2026-04-15 22:53:20,10.0,86.0
2026-04-15 22:54:00,10.0,86.0
2026-04-15 22:54:40,10.0,86.0
2026-04-15 22:55:20,10.0,86.0
2026-04-15 22:56:00,10.0,87.0
2026-04-15 22:56:40,10.0,87.0
2026-04-15 22:57:20,9.9,87.0
2026-04-15 22:58:00,9.7,87.0
2026-04-15 22:58:40,9.9,87.0
2026-04-15 22:59:20,10.0,87.0
2026-04-15 23:00:00,10.0,87.0
2026-04-15 23:00:40,10.0,87.0
2026-04-15 23:01:20,10.0,87.0
2026-04-15 23:02:00,10.0,87.0
2026-04-15 23:02:40,9.9,87.0
2026-04-15 23:03:20,10.0,87.0
2026-04-15 23:04:00,10.0,88.0
2026-04-15 23:05:20,10.0,87.0
2026-04-15 23:06:00,10.0,87.0
2026-04-15 23:06:40,10.0,87.0
2026-04-15 23:07:20,10.0,87.0
2026-04-15 23:08:00,10.0,88.0
2026-04-15 23:08:40,10.0,88.0
2026-04-15 23:09:20,9.9,87.0
2026-04-15 23:10:00,9.8,87.0
2026-04-15 23:10:40,9.7,88.0
2026-04-15 23:11:20,9.6,88.0
2026-04-15 23:12:00,9.7,88.0
2026-04-15 23:12:40,9.7,88.0
2026-04-15 23:13:20,9.6,88.0
2026-04-15 23:14:00,9.6,88.0
2026-04-15 23:14:40,9.8,88.0
2026-04-15 23:15:20,10.0,88.0
2026-04-15 23:16:00,10.0,88.0
2026-04-15 23:16:40,10.0,88.0
2026-04-15 23:17:20,10.0,88.0
2026-04-15 23:18:00,9.8,88.0
2026-04-15 23:18:40,9.6,88.0
2026-04-15 23:19:20,9.6,88.0
2026-04-15 23:20:00,9.6,88.0
2026-04-15 23:20:40,9.7,88.0
2026-04-15 23:21:20,9.8,88.0
2026-04-15 23:22:00,9.8,88.0
2026-04-15 23:22:40,9.8,88.0
2026-04-15 23:23:20,9.7,88.0
2026-04-15 23:24:00,9.7,88.0
2026-04-15 23:24:40,9.7,88.0
2026-04-15 23:25:20,9.6,88.0
2026-04-15 23:26:00,9.6,88.0
2026-04-15 23:26:40,9.6,88.0
2026-04-15 23:27:20,9.6,88.0
2026-04-15 23:28:00,9.6,88.0
2026-04-15 23:28:40,9.6,88.0
2026-04-15 23:29:20,9.6,88.0
2026-04-15 23:30:00,9.6,88.0
2026-04-15 23:30:40,9.6,88.0
2026-04-15 23:31:20,9.6,88.0
2026-04-15 23:32:00,9.7,88.0
2026-04-15 23:32:40,9.6,88.0
2026-04-15 23:33:20,9.6,88.0
2026-04-15 23:34:00,9.6,88.0
2026-04-15 23:34:40,9.6,88.0
2026-04-15 23:35:20,9.6,88.0
